1.554312234475219157e-15,2.220446049250313081e-15,3.330669073875469621e-15,2.664535259100375697e-15,2.442490654175344389e-15,2.220446049250313081e-15,1.776356839400250465e-15,2.220446049250313081e-15,1.598721155460225418e-14,2.184918912462308072e-12,7.545741809167338943e-11,1.071780664219090795e-09,8.488616032309437287e-09,4.473644987790237337e-08,1.752215164074755194e-07,5.487848020457875009e-07,1.445858094140106687e-06,3.323386093878610836e-06,6.846756941625287141e-06,1.290435742529183472e-05,2.260666447484460662e-05,3.727627862448734675e-05,5.843694994145387511e-05,8.780886781734054125e-05,1.273153992757958264e-04,1.791041540977200697e-04,2.455834386776434286e-04,3.294740738331025653e-04,4.338762313540467375e-04,5.623510785006669010e-04,7.190175564077971870e-04,9.086652532330763421e-04,1.136885038402812853e-03,1.410219797835621236e-03,1.736338249159974367e-03,2.124235401076202123e-03,2.584463764586208967e-03,3.129399891797168820e-03,3.773551263755559049e-03,4.533908834501776397e-03,5.430350713317322331e-03,6.486102373158830758e-03,7.728258313980829186e-03,9.188369126369666517e-03,1.090309612114404025e-02,1.291493287241984866e-02,1.527298875062110817e-02,1.803382332027991808e-02,2.126231185612259544e-02,2.503251055600652641e-02
2.442490654175344389e-15,2.664535259100375697e-15,2.220446049250313081e-15,2.220446049250313081e-15,2.220446049250313081e-15,2.442490654175344389e-15,1.998401444325281773e-15,6.661338147750939243e-16,3.286260152890463360e-14,4.003242182193389453e-12,1.241817759733976345e-10,1.634606006106764653e-09,1.223819201534581680e-08,6.179129252714687937e-08,2.340673563860917739e-07,7.139084221563507526e-07,1.841224622323167637e-06,4.159419492610894054e-06,8.448099174440670822e-06,1.573632168749838911e-05,2.729946645096958946e-05,4.464735286058285624e-05,6.951256356968471550e-05,1.038467819352018040e-04,1.498305130711585775e-04,2.098990789134447255e-04,2.867857281465546748e-04,3.835819019957220632e-04,5.038140627688925122e-04,6.515370181763291413e-04,8.314441271630723662e-04,1.048995544741027075e-03,1.310566417840330899e-03,1.623617680109878947e-03,1.996892762018198653e-03,2.440644143476999872e-03,2.966894215664206413e-03,3.589735378169756075e-03,4.325674650067723448e-03,5.194028279654538949e-03,6.217371795388615396e-03,7.422050576271210787e-03,8.838755113975693689e-03,1.050316356723790534e-02,1.245665155355268894e-02,1.474706517165991215e-02,1.742954742196478612e-02,2.056740003790102911e-02,2.423295173593920104e-02,2.850838906373009962e-02
2.220446049250313081e-15,3.552713678800500929e-15,2.442490654175344389e-15,1.332267629550187849e-15,2.442490654175344389e-15,1.554312234475219157e-15,2.220446049250313081e-15,1.554312234475219157e-15,6.816769371198461158e-14,7.298384119280854065e-12,2.036601998156584159e-10,2.486708838844720049e-09,1.761082302209615591e-08,8.522529637566833571e-08,3.123270473359696098e-07,9.279020787289482541e-07,2.343073082222701942e-06,5.202872366272259796e-06,1.041930485268238726e-05,1.918282492119338656e-05,3.295667631775245354e-05,5.346302029241023490e-05,8.267077087009688796e-05,1.227934514667072818e-04,1.763026090124686363e-04,2.459595842974060531e-04,3.348664402205159263e-04,4.465357969438699115e-04,5.849790891774286905e-04,7.548131149386350103e-04,9.613854193277759919e-04,1.210919874135019114e-03,1.510684640907644649e-03,1.869185486416791164e-03,2.296388124872761338e-03,2.803973873778842218e-03,3.405633441359023905e-03,4.117404060057339166e-03,4.958055436989239340e-03,5.949530021720494943e-03,7.117442773905802156e-03,8.491644863287906020e-03,1.010685424383872544e-02,1.200335365239624252e-02,1.422775287820177148e-02,1.683380666255596125e-02,1.988327198069739232e-02,2.344677784811688426e-02,2.760466693398289095e-02,3.244775026903057302e-02
2.886579864025407005e-15,2.220446049250313081e-15,1.998401444325281773e-15,1.776356839400250465e-15,1.554312234475219157e-15,1.998401444325281773e-15,1.998401444325281773e-15,1.110223024625156540e-15,1.429967255717201624e-13,1.323741116721066646e-11,3.327818021148232219e-10,3.772926859824110579e-09,2.529156661879028434e-08,1.173674726295814708e-07,4.162596600743029285e-07,1.204919099828671847e-06,2.979507888412058492e-06,6.504254872474746207e-06,1.284435706572217839e-05,2.337517960615542734e-05,3.977375243247038838e-05,6.400289407593184876e-05,9.829884908274522104e-05,1.451712421407513887e-04,2.074210015472477409e-04,2.881789558475400526e-04,3.909657418263989825e-04,5.197726347947462244e-04,6.791627661901777913e-04,8.743926424077397286e-04,1.111554657896807186e-03,1.397742191541873069e-03,1.741239768172642144e-03,2.151741600628698237e-03,2.640602534637936927e-03,3.221126048441380618e-03,3.908894422273379021e-03,4.722146513410407920e-03,5.682208661295318208e-03,6.813984029715669521e-03,8.146505007126547682e-03,9.713551974785961107e-03,1.155433953109952228e-02,1.371426780575468740e-02,1.624573141292251499e-02,1.920897132096466287e-02,2.267294498785132895e-02,2.671617679151583324e-02,3.142753362379702153e-02,3.690684913407027423e-02
2.442490654175344389e-15,1.554312234475219157e-15,2.220446049250313081e-15,2.886579864025407005e-15,2.442490654175344389e-15,3.108624468950438313e-15,1.554312234475219157e-15,2.442490654175344389e-15,2.995381720438672346e-13,2.387712250140339165e-11,5.416636028598986741e-10,5.708306938245755191e-09,3.624555167114351661e-08,1.613710303161042248e-07,5.540822605176742854e-07,1.563095513468226727e-06,3.785852988880122894e-06,8.126071418201874508e-06,1.582587451953720858e-05,2.847217201162877132e-05,4.798502160086037804e-05,7.659979497010027671e-05,1.168550075993923798e-04,1.715950687051215340e-04,2.439936716911450532e-04,3.376003944843830595e-04,4.564109543288008553e-04,6.049605873430508041e-04,7.884399658468765892e-04,1.012833632653142857e-03,1.285081808199972642e-03,1.613267416381569674e-03,2.006831120122454237e-03,2.476818027097538177e-03,3.036160448813163271e-03,3.700001674381558914e-03,4.486066114611775291e-03,5.415081355049755629e-03,6.511257498272637889e-03,7.802828611903400713e-03,9.322659923643783486e-03,1.110892234709925930e-02,1.320583274215225700e-02,1.566445351541490005e-02,1.854353838609812399e-02,2.191040164701330006e-02,2.584177566662027026e-02,3.042460488249698614e-02,3.575670394620766857e-02,4.194718269131292310e-02
1.332267629550187849e-15,1.776356839400250465e-15,2.220446049250313081e-15,1.776356839400250465e-15,1.332267629550187849e-15,1.776356839400250465e-15,1.554312234475219157e-15,1.998401444325281773e-15,6.223910276048627566e-13,4.281597298927408701e-11,8.780596250090866306e-10,8.610770763084474311e-09,5.182786644297721068e-08,2.214933598754242894e-07,7.365583480911652714e-07,2.025628353052866260e-06,4.806439929616601603e-06,1.014557354594991523e-05,1.948911674531927929e-05,3.466564966858598495e-05,5.787121426270580571e-05,9.164964997587787821e-05,1.388811225873087807e-04,2.027885057138689717e-04,2.869673505083714105e-04,3.954418301352902176e-04,5.327468904563481544e-04,7.040359184304900708e-04,9.152133047551913592e-04,1.173091952088700651e-03,1.485576778020858413e-03,1.861876320119248973e-03,2.312745558271656066e-03,2.850763969257208430e-03,3.490653502736362768e-03,4.249641714781260404e-03,5.147875541619217898e-03,6.208891157384988091e-03,7.460144902149412616e-03,8.933609203084058592e-03,1.066643557040691803e-02,1.270168374746405426e-02,1.508911171325122424e-02,1.788601464538541741e-02,2.115809229933240943e-02,2.498031192600502770e-02,2.943771834425179534e-02,3.462612281839638761e-02,4.065257822027046331e-02,4.763551993413384089e-02
2.664535259100375697e-15,2.220446049250313081e-15,3.996802888650563546e-15,1.332267629550187849e-15,1.998401444325281773e-15,1.110223024625156540e-15,1.998401444325281773e-15,3.774758283725532237e-15,1.285194173306081211e-12,7.630895915156088449e-11,1.417251649371564781e-09,1.294822138397933031e-08,7.393430156987790269e-08,3.034660467360339453e-07,9.777538170219202129e-07,2.622130991225546381e-06,6.096817376288754531e-06,1.265811641060210491e-05,2.398681832849192119e-05,4.218720391424568561e-05,6.976841336725492226e-05,1.096231808574987809e-04,1.650177013676756843e-04,2.396026462705425075e-04,3.374509771303380035e-04,4.631247802502347355e-04,6.217710415070687446e-04,8.192455579965063350e-04,1.062264306012972170e-03,1.358582421264298290e-03,1.717202032209819151e-03,2.148611341599604430e-03,2.665058396430719512e-03,3.280863873123207597e-03,4.012777850830318016e-03,4.880385967809264258e-03,5.906570394848209560e-03,7.118030763572757991e-03,8.545869214779511225e-03,1.022624210165901104e-02,1.220107812112058987e-02,1.451885843346722993e-02,1.723544841415480811e-02,2.041496210147819568e-02,2.413062907609830887e-02,2.846561843346462339e-02,3.351375539372436485e-02,3.938004272522621640e-02,4.618087161576434063e-02,5.404377661092341079e-02
1.332267629550187849e-15,2.886579864025407005e-15,2.220446049250313081e-15,1.554312234475219157e-15,1.776356839400250465e-15,1.998401444325281773e-15,1.998401444325281773e-15,6.883382752675970551e-15,2.627231765472970437e-12,1.351281309069918279e-10,2.277187549637460506e-09,1.940600369287892590e-08,1.052070222051781911e-07,4.149817545151535114e-07,1.296004624729008015e-06,3.390331673625013309e-06,7.726474901659230454e-06,1.578124315781970211e-05,2.950501081833145633e-05,5.131615190334670729e-05,8.407867271231772577e-05,1.310796965248162138e-04,1.960214702825258115e-04,2.830381658782687992e-04,3.967430513525105340e-04,5.423079026807275937e-04,7.255743795520075423e-04,9.531963452067415687e-04,1.232812442057751312e-03,1.573249177291069500e-03,1.984755976397689636e-03,2.479274881004300823e-03,3.070748641140097490e-03,3.775471800113727738e-03,4.612489944120667928e-03,5.604052469160514249e-03,6.776124166759656120e-03,8.158959877710314501e-03,9.787745252868962353e-03,1.170330401626262784e-02,1.395286816476803970e-02,1.659090200126711601e-02,1.967996288919660053e-02,2.329157071016418890e-02,2.750704371183765318e-02,3.241824006125759716e-02,3.812812170760193631e-02,4.475103051848838831e-02,5.241253661678024756e-02,6.124868832322727386e-02
1.110223024625156540e-15,2.442490654175344389e-15,2.220446049250313081e-15,1.554312234475219157e-15,1.554312234475219157e-15,1.110223024625156540e-15,1.332267629550187849e-15,1.731947918415244203e-14,5.317080109534799703e-12,2.376718821750500865e-10,3.641463131032196543e-09,2.898289142017063114e-08,1.493136763119906618e-07,5.663319682103207242e-07,1.715150856451685968e-06,4.378195769261239434e-06,9.782192591289984307e-06,1.965964558059418721e-05,3.627002405437451671e-05,6.238906013411593676e-05,1.012826034705316403e-04,1.566833560491254218e-04,2.327859926554154413e-04,3.342711300555745169e-04,4.663635179762426475e-04,6.349260004328005635e-04,8.465886641624287279e-04,1.108911983712435045e-03,1.430583249445893657e-03,1.821646646941843528e-03,2.293768668593099136e-03,2.860541794178939057e-03,3.537830471525227338e-03,4.344164185675181145e-03,5.301182834261286558e-03,6.434139597748966821e-03,7.772465890446333958e-03,9.350401665174201682e-03,1.120769204150451337e-02,1.339034761337831725e-02,1.595146049445972380e-02,1.895206066697219249e-02,2.246198679280309030e-02,2.656073209960441162e-02,3.133820818964849764e-02,3.689534786365755714e-02,4.334444181767205251e-02,5.080907480691210232e-02,5.942349591255347008e-02,6.933122937223545890e-02
1.554312234475219157e-15,2.220446049250313081e-15,1.998401444325281773e-15,1.998401444325281773e-15,1.554312234475219157e-15,1.776356839400250465e-15,1.554312234475219157e-15,4.152234112098085461e-14,1.065014743062420166e-11,4.150759735921383253e-10,5.793910906604082811e-09,4.312668488992699167e-08,2.113238939394079807e-07,7.712383509606013376e-07,2.266104430770354838e-06,5.646569052331074090e-06,1.237214977245493230e-05,2.447117643677998444e-05,4.455689256377404206e-05,7.581109255161422311e-05,1.219542818085006530e-04,1.872223338512668533e-04,2.763659068139023844e-04,3.946831700345487803e-04,5.480909359727448305e-04,7.432353589251761150e-04,9.876412869953554718e-04,1.289898901055908098e-03,1.659886896261175693e-03,2.109032702085178457e-03,2.650611617875942017e-03,3.300088052322625032e-03,4.075503086502285655e-03,4.997913232748674162e-03,6.091885449216016823e-03,7.386053110788992626e-03,8.913736423472151671e-03,1.071362888779892053e-02,1.283054784855774955e-02,1.531624241025553168e-02,1.823024479961365962e-02,2.164074149048911266e-02,2.562542741609519226e-02,3.027228961095684845e-02,3.568024557139914954e-02,4.195953619083736541e-02,4.923174421699183512e-02,5.762927840032827653e-02,6.729413432661668359e-02,7.837572083905963716e-02
