,alpha,mean,std
0,0.19952623149688797,,
1,0.26263635276533326,0.946841746476052,0.011839975165067865
2,0.34570819724499446,0.9339623986981762,0.013621026282183464
3,0.45505565541100246,0.9236726011994569,0.011644391797147553
4,0.5989897004808015,0.8985635932252689,0.0073762013131902495
5,0.7884500654277669,0.8230830913614705,0.012131036757351187
6,1.0378367193526972,0.7952926163030158,0.01148965513526875
7,1.3661043397242858,0.7325728832735978,0.010762473797290485
8,1.7982029660479817,0.6963600810176322,0.015661995907975755
9,2.36697433210436,0.6297354527361284,0.007217601725953667
10,3.115648007829716,0.5472455222445515,0.010581057880147843
11,4.1011270705513025,0.45230870067168993,0.007056379302039327
12,5.3983130336101635,0.36385041916795025,0.005098248045054753
13,7.105798749349148,0.30765207623591107,0.0054046780207493645
14,9.353361976581184,0.2371537456916451,0.003530913612010998
15,12.31182916248055,0.1850950477775853,0.002107177425437993
16,16.20605913741318,0.14226178735319067,0.0010865537302325342
17,21.332033550765903,0.10794217701703854,0.0011371151812279512
18,28.079353009422547,0.08380261753540402,0.0018626484168737377
19,36.960848741936175,0.06283234207017038,0.0009501597510037235
20,48.65156042825719,0.04720650922932018,0.0005613988923654214
21,64.0400427119728,0.03572080128758765,0.0005595335909241141
22,84.29589995574611,0.026959002258911367,0.0002819332975496623
23,110.95868223118251,0.020776701283178996,0.0003305673654155325
24,146.05489909881788,0.015616518523052797,0.00019340079062525001
25,192.2520448316122,0.011655137558951294,0.00020375013932901254
26,253.06134179675257,0.009066639392399174,9.896402535066719e-05
27,333.10461154295433,0.0069327011984430895,5.602977013307613e-05
28,438.4655571782256,0.005131218266642323,3.499353531654868e-05
29,577.1521563183794,0.003902204336800782,6.136228610607228e-05
30,759.7053088654701,0.00307960142293086,5.456668046409027e-05
31,1000.0,0.002290623518485547,3.1716490410569744e-05
