2.664535259100375697e-15,1.998401444325281773e-15,1.776356839400250465e-15,2.886579864025407005e-15,6.661338147750939243e-16,2.442490654175344389e-15,1.776356839400250465e-15,2.442490654175344389e-15,2.442490654175344389e-15,2.886579864025407005e-15,1.998401444325281773e-15,1.554312234475219157e-15,2.220446049250313081e-15,1.776356839400250465e-15,1.110223024625156540e-15,2.664535259100375697e-15,9.547918011776346248e-15,1.478817068800708512e-13,1.490363388256810140e-12,1.046229769485762517e-11,5.530531588249232300e-11,2.337212645642239295e-10,8.248743910144185065e-10,2.512102525997761404e-09,6.768810623114518421e-09,1.645441316533435838e-08,3.664888703625024391e-08,7.572642468645085501e-08,1.466367265390289276e-07,2.683332649411340753e-07,4.672668409977376314e-07,7.788533571417843859e-07,1.248827445898825772e-06,1.934407133141746726e-06,2.905215932047511274e-06,4.243934023095974339e-06,6.046676200632816744e-06,8.423117425770954014e-06,1.149640607001067849e-05,1.540291805524063307e-05,2.029191240149330611e-05,2.632515101863575069e-05,3.367654290808985706e-05,4.253186670211128728e-05,5.308861824859789635e-05,6.555601993007975636e-05,8.015522028159693946e-05,9.711970268067027234e-05,1.166959162326453026e-04,1.391441340583554620e-04,1.647395415982355615e-04,1.937735525812112058e-04,2.265553506632933534e-04,2.634136526120656185e-04,3.046986900439030421e-04,3.507844079546629246e-04,4.020708795944294422e-04,4.589869398232693243e-04,5.219930434205988234e-04,5.915843444004309504e-04,6.682940316000696157e-04,7.526968952706880600e-04,8.454131722828162054e-04,9.471126692703890626e-04,1.058519187638662373e-03,1.180415271335943928e-03,1.313647301530052047e-03,1.459130963914034851e-03,1.617857115220999731e-03,1.790898080554326199e-03,1.979414410404611857e-03,2.184662133607240264e-03,2.408000538892896003e-03,2.650900520890564493e-03,2.914953529597141824e-03,3.201881164675457470e-03,3.513545444128407524e-03,3.851959803152560369e-03,4.219300847021711931e-03,4.617920911875517120e-03,5.050361462350938524e-03,5.519367368915562011e-03,6.027902098295401245e-03,6.579163848051461372e-03,7.176602650232011271e-03,7.823938470772340281e-03,8.525180304134849507e-03,9.284646272481156259e-03,1.010698472722459940e-02,1.099719630518514180e-02,1.196065691419767596e-02,1.300314156758064499e-02,1.413084898360539299e-02,1.535042681875653514e-02,1.666899737642046908e-02,1.809418358685865869e-02,1.963413500557420477e-02,2.129755353840656618e-02,2.309371849594521464e-02,2.503251055468158626e-02
1.776356839400250465e-15,1.776356839400250465e-15,1.554312234475219157e-15,2.220446049250313081e-15,2.220446049250313081e-15,1.776356839400250465e-15,1.554312234475219157e-15,1.776356839400250465e-15,1.998401444325281773e-15,2.220446049250313081e-15,2.664535259100375697e-15,1.554312234475219157e-15,1.776356839400250465e-15,1.332267629550187849e-15,2.442490654175344389e-15,1.998401444325281773e-15,1.443289932012703503e-14,2.096101070492295548e-13,2.037481294792087283e-12,1.387023829124700569e-11,7.148948100166307995e-11,2.957405431658344241e-10,1.024971441054844945e-09,3.073119758667530732e-09,8.169126708423846139e-09,1.962514861730824123e-08,4.325961011630852227e-08,8.857016697838560049e-08,1.701178653501500548e-07,3.090539355543597821e-07,5.347003819711204642e-07,8.860877303007441697e-07,1.413358236668216250e-06,2.178958774301520407e-06,3.258570875130928357e-06,4.741752518855335552e-06,6.732293321487503590e-06,9.348308642076474939e-06,1.272211758984731489e-05,1.699996248083479600e-05,2.234163458658677825e-05,2.892007211374725273e-05,3.692099306373819445e-05,4.654261919578850382e-05,5.799553831420389827e-05,7.150274280931512294e-05,8.729987230915448038e-05,1.056356805209102134e-04,1.267727367468829414e-04,1.509883695789415725e-04,1.785758473991094775e-04,2.098458272401515501e-04,2.451279730770750120e-04,2.847728975960972519e-04,3.291542662693380805e-04,3.786711579374379966e-04,4.337506483420572323e-04,4.948506248485529113e-04,5.624628367424389097e-04,6.371161893594656789e-04,7.193802894325251884e-04,8.098692596401058097e-04,9.092458324944097114e-04,1.018225744419343215e-03,1.137582449538321328e-03,1.268152177790859980e-03,1.410839357243398595e-03,1.566622429107100700e-03,1.736560119476981967e-03,1.921798077595182619e-03,2.123576116493275379e-03,2.343235910001739697e-03,2.582229225401411199e-03,2.842126822393264973e-03,3.124627926458067861e-03,3.431570415895812687e-03,3.764941675170607738e-03,4.126890259655624504e-03,4.519738312877663589e-03,4.945994834485656355e-03,5.408369820286473839e-03,5.909789293275347077e-03,6.453411296475142223e-03,7.042642839234058982e-03,7.681157828047791014e-03,8.372916004542485524e-03,9.122182884972351857e-03,9.933550697146076303e-03,1.081196028008934995e-02,1.176272393086241763e-02,1.279154910081459207e-02,1.390456287720631678e-02,1.510833712544212837e-02,1.640991413347836492e-02,1.781683255796107090e-02,1.933715344684960868e-02,2.097948602430732556e-02,2.275301288311593062e-02,2.466751416912327244e-02,2.673339024586418589e-02
1.776356839400250465e-15,3.330669073875469621e-15,1.776356839400250465e-15,3.108624468950438313e-15,3.108624468950438313e-15,1.998401444325281773e-15,2.886579864025407005e-15,2.220446049250313081e-15,1.998401444325281773e-15,1.776356839400250465e-15,1.776356839400250465e-15,1.776356839400250465e-15,1.776356839400250465e-15,2.220446049250313081e-15,2.442490654175344389e-15,1.554312234475219157e-15,1.953992523340275511e-14,2.959854583650667337e-13,2.781108676686017134e-12,1.836975016544784012e-11,9.232681286164279300e-11,3.739319964779497241e-10,1.272782101935376886e-09,3.757332667220225630e-09,9.854374871665072533e-09,2.339702676046329088e-08,5.104394840138581912e-08,1.035587091635647994e-07,1.973025807178174773e-07,3.558639194434221054e-07,6.117278903428058356e-07,1.007884456338814516e-06,1.599279849884283067e-06,2.454035126886466855e-06,3.654380891893183048e-06,5.297286089112063223e-06,7.494786882222825852e-06,1.037404632620031464e-05,1.407719460355671970e-05,1.876101239450811420e-05,2.459652616315644025e-05,3.176858471909405068e-05,4.047548230534658842e-05,5.092868631151326042e-05,6.335271765611771855e-05,7.798522248436690063e-05,9.507726345359124309e-05,1.148938494714979441e-04,1.377147153320823492e-04,1.638353566542072315e-04,1.935683201850224577e-04,2.272447480504702355e-04,2.652161715088752203e-04,3.078565505405528313e-04,3.555645557475894947e-04,4.087660915736979206e-04,4.679170598360649080e-04,5.335063676403795085e-04,6.060591840042484080e-04,6.861404547766625228e-04,7.743586843347305404e-04,8.713700018319059382e-04,9.778825227537701892e-04,1.094661030565768911e-03,1.222532008079868504e-03,1.362388996076768777e-03,1.515198394724137643e-03,1.682005640055050932e-03,1.863941847380701233e-03,2.062230941662024364e-03,2.278197272282067587e-03,2.513273822911443744e-03,2.769010973781460550e-03,3.047085908009394828e-03,3.349312675988258547e-03,3.677652969314548770e-03,4.034227641834142730e-03,4.421329015063202306e-03,4.841434010131262511e-03,5.297218146369297997e-03,5.791570437367443702e-03,6.327609221900010184e-03,6.908698963046688846e-03,7.538468006012655209e-03,8.220827368230709808e-03,8.959990522371841237e-03,9.760494142807774054e-03,1.062721988684578456e-02,1.156541707169811417e-02,1.258072624223571800e-02,1.367920353448970339e-02,1.486734571573711250e-02,1.615211575921593479e-02,1.754096876054456189e-02,1.904187796355549800e-02,2.066336060515983064e-02,2.241450323453664240e-02,2.430498609520759246e-02,2.634510606866746762e-02,2.854579760120645737e-02
2.220446049250313081e-15,1.998401444325281773e-15,1.776356839400250465e-15,1.776356839400250465e-15,2.220446049250313081e-15,1.332267629550187849e-15,1.776356839400250465e-15,2.220446049250313081e-15,1.554312234475219157e-15,1.554312234475219157e-15,2.220446049250313081e-15,1.776356839400250465e-15,2.442490654175344389e-15,8.881784197001252323e-16,1.998401444325281773e-15,1.776356839400250465e-15,2.997602166487922659e-14,4.174438572590588592e-13,3.790523450675209460e-12,2.430167178602005151e-11,1.191267084976743718e-10,4.724287627766443620e-10,1.579455011224695227e-09,4.591246494101142162e-09,1.188137210839101954e-08,2.788175446077900688e-08,6.020616716284621361e-08,1.210432845066833352e-07,2.287639151443698893e-07,4.096568373412878827e-07,6.996894856836632925e-07,1.146186054290510015e-06,1.809325501644920564e-06,2.763382848769424527e-06,4.097664977997794722e-06,5.917122559262466552e-06,8.342648938564067862e-06,1.151110223918117015e-05,1.557510535432626853e-05,2.070269196852159155e-05,2.707687065872654841e-05,3.489518100563415715e-05,4.436930730045141047e-05,5.572481875226742432e-05,6.920105952223920553e-05,8.505127063429540613e-05,1.035429286837530327e-04,1.249583463636128045e-04,1.495955366457302205e-04,1.777693472304608946e-04,2.098128607588289896e-04,2.460790730736128751e-04,2.869428154932407438e-04,3.328029683189459575e-04,3.840848732676871435e-04,4.412430689613167090e-04,5.047642297715260185e-04,5.751703820950915258e-04,6.530223811702651204e-04,7.389236597252768490e-04,8.335242625667760308e-04,9.375251771022163894e-04,1.051682984333002224e-03,1.176814844158435847e-03,1.313803841891836299e-03,1.463604718708655383e-03,1.627250016309256253e-03,1.805856662760563225e-03,2.000633034266119381e-03,2.212886521901324954e-03,2.444031645707722689e-03,2.695598746876193275e-03,2.969243296597534609e-03,3.266755868361226334e-03,3.590072802388544204e-03,3.941287611582522388e-03,4.322663167999563072e-03,4.736644702638681537e-03,5.185873668936968883e-03,5.673202495839690940e-03,6.201710269650106966e-03,6.774719370872706037e-03,7.395813093201031307e-03,8.068854255524504637e-03,8.798004819650540043e-03,9.587746505373528905e-03,1.044290238479494981e-02,1.136865942541254171e-02,1.237059191828060456e-02,1.345468571885577447e-02,1.462736319108781657e-02,1.589550869358968832e-02,1.726649447142336591e-02,1.874820667149368347e-02,2.034907123905815851e-02,2.207807935605377025e-02,2.394481199936548954e-02,2.595946316076358507e-02,2.813286115577029456e-02,3.047648737809716124e-02
3.108624468950438313e-15,2.442490654175344389e-15,1.332267629550187849e-15,2.442490654175344389e-15,2.442490654175344389e-15,2.442490654175344389e-15,1.554312234475219157e-15,1.776356839400250465e-15,2.442490654175344389e-15,1.332267629550187849e-15,1.776356839400250465e-15,1.110223024625156540e-15,2.220446049250313081e-15,6.661338147750939243e-16,1.110223024625156540e-15,2.664535259100375697e-15,4.352074256530613638e-14,5.897504706808831543e-13,5.160760707667577663e-12,3.211408916570235306e-11,1.535651605877319525e-10,5.963933791264253159e-10,1.958678330638008447e-09,5.606930919554997672e-09,1.431798124507110970e-08,3.321128194677669399e-08,7.098520149462217432e-08,1.414312291725394743e-07,2.651614110504851851e-07,4.714542953809797154e-07,8.001080531450099897e-07,1.303188155166168372e-06,2.046569739455605941e-06,3.111198348726418317e-06,4.594022821491350328e-06,6.608586228473711799e-06,9.285291015403984716e-06,1.277138013744405498e-05,1.723069471548654974e-05,2.284328098611787539e-05,2.980492345194818427e-05,3.832668110614889656e-05,4.863449635617023148e-05,6.096893861595731323e-05,7.558513257399646079e-05,9.275291083521430835e-05,1.127572181367497706e-04,1.358987866688643464e-04,1.624950923262424851e-04,1.928815955174467689e-04,2.274132668129702495e-04,2.664663932161470683e-04,3.104406617551180858e-04,3.597615145887189669e-04,4.148827733791993211e-04,4.762895308791925686e-04,5.445013109035556909e-04,6.200754997414126279e-04,7.036110569962339412e-04,7.957525131498943693e-04,8.971942711570868312e-04,1.008685219915594899e-03,1.131033690566329852e-03,1.265112762706799288e-03,1.411865956373103970e-03,1.572313330370223028e-03,1.747558019023154330e-03,1.938793231381241711e-03,2.147309763264271254e-03,2.374504030824953205e-03,2.621886687152796824e-03,2.891091846571658408e-03,3.183886958955550739e-03,3.502183370061917600e-03,3.848047622677874813e-03,4.223713514766025412e-03,4.631594983001363630e-03,5.074299822831029871e-03,5.554644305959532957e-03,6.075668713190207626e-03,6.640653823529962807e-03,7.253138366796196834e-03,7.916937485364039517e-03,8.636162186908880045e-03,9.415239801264130293e-03,1.025893541949285392e-02,1.117237428314021841e-02,1.216106508061720604e-02,1.323092405976566965e-02,1.438829986053202781e-02,1.563999893869771896e-02,1.699331138976134525e-02,1.845603697162978563e-02,2.003651104386383608e-02,2.174363009473112562e-02,2.358687648759216771e-02,2.557634192470170653e-02,2.772274911166228151e-02,3.003747098961495610e-02,3.253254676519534705e-02
2.220446049250313081e-15,2.220446049250313081e-15,1.554312234475219157e-15,2.220446049250313081e-15,2.220446049250313081e-15,2.442490654175344389e-15,2.664535259100375697e-15,2.442490654175344389e-15,2.886579864025407005e-15,2.664535259100375697e-15,2.442490654175344389e-15,2.220446049250313081e-15,2.886579864025407005e-15,6.661338147750939243e-16,1.998401444325281773e-15,4.440892098500626162e-15,6.350475700855895411e-14,8.313350008393172175e-13,7.016609515630989335e-12,4.238898121400325181e-11,1.977644714656889846e-10,7.522660272485381938e-10,2.427241518887512939e-09,6.843150712754209053e-09,1.724519593793161221e-08,3.954135863182273170e-08,8.366036174933810798e-08,1.651946601732845465e-07,3.072537568815647546e-07,5.424236384499181440e-07,9.147133890330394479e-07,1.481371469713721467e-06,2.314469799147289564e-06,3.502180194292492388e-06,5.149700049500438581e-06,7.379817920316611435e-06,1.033314095155724033e-05,1.416803173381886438e-05,1.906032132814594604e-05,2.520287596885495418e-05,3.280509928860197988e-05,4.209244970443393186e-05,5.330604592468368708e-05,6.670242352280197906e-05,8.255349357288999101e-05,1.011467434581803104e-04,1.227857075525307096e-04,1.477907252771526458e-04,1.764999970608194246e-04,2.092709410823623273e-04,2.464818495513387830e-04,2.885338410096860429e-04,3.358531036705691974e-04,3.888934250972919671e-04,4.481390048982625274e-04,5.141075487340440731e-04,5.873536462297490601e-04,6.684724342380654605e-04,7.581035561932125688e-04,8.569354260068440254e-04,9.657098096667038334e-04,1.085226744280243238e-03,1.216349811050676522e-03,1.360011787907344782e-03,1.517220704589483660e-03,1.689066330557320583e-03,1.876727124470400909e-03,2.081477678911092255e-03,2.304696690655916314e-03,2.547875502822094518e-03,2.812627241998155725e-03,3.100696603162367282e-03,3.413970313568492898e-03,3.754488319752447012e-03,4.124455736950860540e-03,4.526255601269291162e-03,4.962462467407835476e-03,5.435856879748346415e-03,5.949440765619318228e-03,6.506453771193188018e-03,7.110390557475199103e-03,7.765019112363269471e-03,8.474400034004681004e-03,9.242906833154096446e-03,1.007524721479868823e-02,1.097648531890715873e-02,1.195206487836975029e-02,1.300783319595311127e-02,1.415006587814082728e-02,1.538549217207418884e-02,1.672132073652510265e-02,1.816526564849940684e-02,1.972557238176597671e-02,2.141104341924959797e-02,2.323106316493417367e-02,2.519562163361310780e-02,2.731533648254691471e-02,2.960147265093793223e-02,3.206595899009467843e-02,3.472140101565424075e-02
3.774758283725532237e-15,3.996802888650563546e-15,2.886579864025407005e-15,2.220446049250313081e-15,2.442490654175344389e-15,1.998401444325281773e-15,2.220446049250313081e-15,2.442490654175344389e-15,2.664535259100375697e-15,1.998401444325281773e-15,2.220446049250313081e-15,2.220446049250313081e-15,2.664535259100375697e-15,1.998401444325281773e-15,1.554312234475219157e-15,5.107025913275720086e-15,9.325873406851314940e-14,1.170619157164765056e-12,9.526823774308468273e-12,5.588374207832202956e-11,2.544320309993963747e-10,9.480751739232573527e-10,3.005718118842537478e-09,8.346715096863022154e-09,2.075960003899979256e-08,4.705567913099173438e-08,9.855792004742625068e-08,1.928804340689538321e-07,3.559132035757528456e-07,6.238980569950314248e-07,1.045469412597199721e-06,1.683537634189491428e-06,2.616911752850725748e-06,3.941587386258049719e-06,5.771660582576387810e-06,8.239863465764329931e-06,1.149774972231121239e-05,1.571558403812289839e-05,2.108200814721072902e-05,2.780356631082447905e-05,3.610417683042044246e-05,4.622463219750017061e-05,5.842220386087504380e-05,7.297041544940263691e-05,9.015903728126772876e-05,1.102943411614987212e-04,1.336996437486526190e-04,1.607161557171110644e-04,1.917041456276358247e-04,2.270444216332379028e-04,2.671401282952068357e-04,3.124188551282269799e-04,3.633350514411493037e-04,4.203727415514890708e-04,4.840485385726456258e-04,5.549149544268328071e-04,6.335640085708416080e-04,7.206311396315001616e-04,8.167994270127376666e-04,9.228041373892104104e-04,1.039437612909699382e-03,1.167554477983223649e-03,1.308077315686606568e-03,1.462002621053448692e-03,1.630407272615652658e-03,1.814455428035932627e-03,2.015405907830336574e-03,2.234620105409090840e-03,2.473570454248008588e-03,2.733849488618433909e-03,3.017179538848502318e-03,3.325423101079305610e-03,3.660593917870436087e-03,4.024868818374383039e-03,4.420600347786907136e-03,4.850330236531030792e-03,5.316803738505626598e-03,5.822984882223103398e-03,6.372072648812565632e-03,6.967518130029493051e-03,7.613042679531778489e-03,8.312657021736225005e-03,9.070681424267812432e-03,9.891766795573575521e-03,1.078091679681469905e-02,1.174351084140523582e-02,1.278532795689257817e-02,1.391257139625778905e-02,1.513189390211411300e-02,1.645042339685431898e-02,1.787578899196984317e-02,1.941614697304538950e-02,2.108020651127606726e-02,2.287725470505663772e-02,2.481718052160775123e-02,2.691049710801296513e-02,2.916836190031935061e-02,3.160259377169682971e-02,3.422568649070711899e-02,3.705081754239403224e-02
1.998401444325281773e-15,2.442490654175344389e-15,1.998401444325281773e-15,3.330669073875469621e-15,2.886579864025407005e-15,4.218847493575594854e-15,2.664535259100375697e-15,2.442490654175344389e-15,2.442490654175344389e-15,2.886579864025407005e-15,3.774758283725532237e-15,2.664535259100375697e-15,1.998401444325281773e-15,8.881784197001252323e-16,1.554312234475219157e-15,7.105427357601001859e-15,1.374456104485943797e-13,1.643130076445231680e-12,1.291455831164967094e-11,7.358647025057507562e-11,3.270015369594148069e-10,1.193812382282999351e-09,3.719288210746185541e-09,1.017409823056425466e-08,2.497626439001976451e-08,5.597073315932732385e-08,1.160587490556252988e-07,2.251215811543971768e-07,4.121419823199801158e-07,7.173993659126409739e-07,1.194604789755970842e-06,1.912849381779935243e-06,2.958262009578049856e-06,4.435304134853268465e-06,6.467666772591584845e-06,9.198771324214760625e-06,1.279190897496285118e-05,1.743007935917084694e-05,2.331560743851213147e-05,3.066962715658760885e-05,3.973152239389321494e-05,5.075841225554711400e-05,6.402475771238869129e-05,7.982215624102728668e-05,9.845937745400767938e-05,1.202626782046412046e-04,1.455764267073167417e-04,1.747640501208458375e-04,2.082093158926046073e-04,2.463179437852680564e-04,2.895195752827817159e-04,3.382700059355592259e-04,3.930538268779315558e-04,4.543873168039169741e-04,5.228216739563418258e-04,5.989465561306861474e-04,6.833939356518659025e-04,7.768422725089596526e-04,8.800210184498613586e-04,9.937154600916375813e-04,1.118771920969763300e-03,1.256103336540803639e-03,1.406695231598087403e-03,1.571612117061915725e-03,1.752004342628676881e-03,1.949115428286241070e-03,2.164289914842632001e-03,2.398981759629048582e-03,2.654763326441544891e-03,2.933334994361880277e-03,3.236535436603515947e-03,3.566352599164934745e-03,3.924935442334964719e-03,4.314606432277878767e-03,4.737874906393546581e-03,5.197451270749775531e-03,5.696262105181260083e-03,6.237466210647024667e-03,6.824471605050064227e-03,7.460953515146195869e-03,8.150873349156873005e-03,8.898498684009492621e-03,9.708424233954682236e-03,1.058559379183154903e-02,1.153532309581506432e-02,1.256332356234790559e-02,1.367572676151218580e-02,1.487910962931970893e-02,1.618052006589376646e-02,1.758750291950228473e-02,1.910812600518885240e-02,2.075100586396549929e-02,2.252533297360015396e-02,2.444089585701436640e-02,2.650810375058454404e-02,2.873800706062867860e-02,3.114231510361742394e-02,3.373341018128050983e-02,3.652435723128522049e-02,3.952890800073993738e-02
3.108624468950438313e-15,3.330669073875469621e-15,2.220446049250313081e-15,2.664535259100375697e-15,2.886579864025407005e-15,2.220446049250313081e-15,1.998401444325281773e-15,1.998401444325281773e-15,2.886579864025407005e-15,2.442490654175344389e-15,1.998401444325281773e-15,1.776356839400250465e-15,1.554312234475219157e-15,1.776356839400250465e-15,8.881784197001252323e-16,1.154631945610162802e-14,2.002842336423782399e-13,2.303934820702124853e-12,1.748223787956248998e-11,9.677392220908132003e-11,4.198277281375339953e-10,1.501900159794899992e-09,4.598738279071312718e-09,1.239336078207031733e-08,3.003216364483307643e-08,6.654145079387774331e-08,1.366071276098779208e-07,2.626503974312299761e-07,4.770909902696018889e-07,8.246637446251980919e-07,1.364647399970664310e-06,2.172875470440871482e-06,3.343424713087017608e-06,4.989911789543555187e-06,7.246368036062378337e-06,1.026770041367974784e-05,1.422978046772271910e-05,1.932922892500243961e-05,2.578298157418501546e-05,3.382773015525586402e-05,4.371933410918238394e-05,5.573229254784983766e-05,7.015935715903864889e-05,8.731135263961853354e-05,1.075172593014706024e-04,1.311245960118334608e-04,1.585001323345380797e-04,1.900309440183711729e-04,2.261258213089867297e-04,2.672170297168818820e-04,3.137624205138411781e-04,3.662478852330952606e-04,4.251901495200272052e-04,4.911398980533832059e-04,5.646852306753213924e-04,6.464554475249517651e-04,7.371251631602682153e-04,8.374187620265871601e-04,9.481151977006607723e-04,1.070053154217376346e-03,1.204136585142512317e-03,1.351340647530507866e-03,1.512718061533524505e-03,1.689405913863684106e-03,1.882632941003770100e-03,2.093727321197835778e-03,2.324125008762445432e-03,2.575378649527948483e-03,2.849167114375106280e-03,3.147305685460732860e-03,3.471756947030835150e-03,3.824642405292566494e-03,4.208254893879992409e-03,4.625071792465851317e-03,5.077769106084595307e-03,5.569236436272939628e-03,6.102592878225010509e-03,6.681203875546160020e-03,7.308699053077072350e-03,7.988991037783499394e-03,8.726295289340990635e-03,9.525150909555746281e-03,1.039044244656350813e-02,1.132742259381869232e-02,1.234173580689734706e-02,1.343944268240981899e-02,1.462704501816269875e-02,1.591151140510627116e-02,1.730030314354391585e-02,1.880140027708088191e-02,2.042332742850039295e-02,2.217517910530086844e-02,2.406664404891367681e-02,2.610802814736823407e-02,2.831027532023644433e-02,3.068498572677635927e-02,3.324443051064984722e-02,3.600156224054673615e-02,3.897002002343574745e-02,4.216412824690451977e-02
2.886579864025407005e-15,1.998401444325281773e-15,1.998401444325281773e-15,1.998401444325281773e-15,2.220446049250313081e-15,1.110223024625156540e-15,1.554312234475219157e-15,2.220446049250313081e-15,1.554312234475219157e-15,1.110223024625156540e-15,1.554312234475219157e-15,1.776356839400250465e-15,2.664535259100375697e-15,1.776356839400250465e-15,1.332267629550187849e-15,1.554312234475219157e-14,2.915445662665661075e-13,3.223643574301604531e-12,2.362710027625780640e-11,1.271061034202602968e-10,5.384219736725981420e-10,1.887761058583237173e-09,5.681662473833171134e-09,1.508644498215971907e-08,3.609019438854943473e-08,7.906777921284913191e-08,1.607209119125485586e-07,3.063134395020483680e-07,5.520810328896175179e-07,9.476708489053464746e-07,1.558463074591287523e-06,2.467641040615475845e-06,3.777905722035512781e-06,5.612768710694382435e-06,8.117399044493822657e-06,1.145903905497291930e-05,1.582703845715016655e-05,2.143258174980289255e-05,2.850820100719353434e-05,3.730717408312322902e-05,4.810290797663263618e-05,6.118840048685569855e-05,7.687586309157445896e-05,9.549657282592605156e-05,1.174010080766674236e-04,1.429593075052970619e-04,1.725620781760639488e-04,2.066215690041950381e-04,2.455732151325218382e-04,2.898775564033062579e-04,3.400225197052186843e-04,3.965260671119352764e-04,4.599391966635391071e-04,5.308492944222642507e-04,6.098838330077516190e-04,6.977144152739978011e-04,7.950611694387266226e-04,9.026974980330670917e-04,1.021455194782472375e-03,1.152229939330284836e-03,1.295987198097758863e-03,1.453768535015553809e-03,1.626698376401947144e-03,1.815991242675174533e-03,2.022959489479614348e-03,2.249021581191668062e-03,2.495710938920980837e-03,2.764685398860988741e-03,3.057737317184505699e-03,3.376804366105989885e-03,3.723981056379610521e-03,4.101531031458049981e-03,4.511900168815419221e-03,4.957730537361593193e-03,5.441875229713399875e-03,5.967414124799619302e-03,6.537670593976363520e-03,7.156229182572637626e-03,7.826954284444687104e-03,8.554009801636786037e-03,9.341879820641940668e-03,1.019539024453974818e-02,1.111973137176947013e-02,1.212048135623478018e-02,1.320363048068728951e-02,1.437560611792565446e-02,1.564329824442522998e-02,1.701408532542325602e-02,1.849586035165318165e-02,2.009705671755934731e-02,2.182667364952672884e-02,2.369430074899847583e-02,2.571014115385850118e-02,2.788503281851495430e-02,3.023046719672684013e-02,3.275860460119450757e-02,3.548228541947073822e-02,3.841503615010122274e-02,4.157106927398745988e-02,4.496527567774233347e-02
