0.000000000000000000e+00,5.586534960448966025e+00,3.999999999999996589e+02,4.011238988887478172e+02
1.000000000000000000e+00,5.586534960448966025e+00,3.999999999999996589e+02,4.011238988887478172e+02
2.000000000000000000e+00,5.564014655247810026e+00,4.024320978027719775e+02,4.035379726313880155e+02
3.000000000000000000e+00,5.541067925024156793e+00,4.049140222954321757e+02,4.060018794057377249e+02
4.000000000000000000e+00,5.517680142116518027e+00,4.074467746006022821e+02,4.085166183040591363e+02
5.000000000000000000e+00,5.493836443855056650e+00,4.100313812586448421e+02,4.110832142665781248e+02
6.000000000000000000e+00,5.469524991957454674e+00,4.126688912943822629e+02,4.137027177536255635e+02
7.000000000000000000e+00,5.444736480792738753e+00,4.153603598662539866e+02,4.163761889980243609e+02
8.000000000000000000e+00,5.419459063246001129e+00,4.181068530954310631e+02,4.191047010657842407e+02
9.000000000000000000e+00,5.393677669709790123e+00,4.209095040165585146e+02,4.218893837564078808e+02
1.000000000000000000e+01,5.367373249368320387e+00,4.237694680412381558e+02,4.247313852463643684e+02
1.100000000000000000e+01,5.340527887611230540e+00,4.266879330761902338e+02,4.276318870785237891e+02
1.200000000000000000e+01,5.313126184341836478e+00,4.296661158867042900e+02,4.305921057780018373e+02
1.300000000000000000e+01,5.285151199639241959e+00,4.327052546631927612e+02,4.336132723370105282e+02
1.400000000000000000e+01,5.256585940313862615e+00,4.358066123930183835e+02,4.366966519273819927e+02
1.500000000000000000e+01,5.227412589139241561e+00,4.389714817253711772e+02,4.398435419515658964e+02
1.600000000000000000e+01,5.197614424536300959e+00,4.422011735181557128e+02,4.430552598204734522e+02
1.700000000000000000e+01,5.167174991460830924e+00,4.454970141870525140e+02,4.463331389728176077e+02
1.800000000000000000e+01,5.136073541326095615e+00,4.488603681842519677e+02,4.496785429293538527e+02
1.900000000000000000e+01,5.104288660476664852e+00,4.522926384792847330e+02,4.530928819583328391e+02
2.000000000000000000e+01,5.071798736404200980e+00,4.557952675024121731e+02,4.565776006300300764e+02
2.100000000000000000e+01,5.038580655378977369e+00,4.593697632937504522e+02,4.601341893754903936e+02
2.200000000000000000e+01,5.004611105571536100e+00,4.630176649211966264e+02,4.637641734078133595e+02
2.300000000000000000e+01,4.969866585040371376e+00,4.667405423204583599e+02,4.674691172137872286e+02
2.400000000000000000e+01,4.934325425082979777e+00,4.705399747814918783e+02,4.712506041522965461e+02
2.500000000000000000e+01,4.897960920820649378e+00,4.744175819587381397e+02,4.751102588101735478e+02
2.600000000000000000e+01,4.860743833018491777e+00,4.783750319122806900e+02,4.790497541992324955e+02
2.700000000000000000e+01,4.822648429116078717e+00,4.824140161790838306e+02,4.830707931720967849e+02
2.800000000000000000e+01,4.783644793568337938e+00,4.865362885544963660e+02,4.871751282708577833e+02
2.900000000000000000e+01,4.743702766365998080e+00,4.907436632532512135e+02,4.913645691372896636e+02
3.000000000000000000e+01,4.702794332660605647e+00,4.950379998664374739e+02,4.956409656848557574e+02
3.100000000000000000e+01,4.660889460050268163e+00,4.994211957534855628e+02,5.000062135987110992e+02
3.200000000000000000e+01,4.617956190521757875e+00,5.038952001718591305e+02,5.044622590312366128e+02
3.300000000000000000e+01,4.573959473790194963e+00,5.084620099992074529e+02,5.090111105613801783e+02
3.400000000000000000e+01,4.528863619909685667e+00,5.131236857204429498e+02,5.136548230394490702e+02
3.500000000000000000e+01,4.482634944145387657e+00,5.178823132925426762e+02,5.183954834584270657e+02
3.600000000000000000e+01,4.435241531701903384e+00,5.227400060151970820e+02,5.232352132302843302e+02
3.700000000000000000e+01,4.386650813211618427e+00,5.276989331372192282e+02,5.281761818722695807e+02
3.800000000000000000e+01,4.336827633253229841e+00,5.327613261955295911e+02,5.332206207190280338e+02
3.900000000000000000e+01,4.285731493115940260e+00,5.379294846455954939e+02,5.383708223581676293e+02
4.000000000000000000e+01,4.233320739590506143e+00,5.432057649897542433e+02,5.436291449674353089e+02
4.100000000000000000e+01,4.179554432790160590e+00,5.485925935867021508e+02,5.489980194318105760e+02
4.200000000000000000e+01,4.124389394618482640e+00,5.540924533558961684e+02,5.544799280350699746e+02
4.300000000000000000e+01,4.067781026584111892e+00,5.597078829307107526e+02,5.600774113946183661e+02
4.400000000000000000e+01,4.009683981390002927e+00,5.654414629062820268e+02,5.657930513058589668e+02
4.500000000000000000e+01,3.950048821942695465e+00,5.712958683732438203e+02,5.716295189030068968e+02
4.600000000000000000e+01,3.888825413428493860e+00,5.772738466558603250e+02,5.775895511696435278e+02
4.700000000000000000e+01,3.825963490589539440e+00,5.833782079585770362e+02,5.836759487166395957e+02
4.800000000000000000e+01,3.761411085253711928e+00,5.896118516255560280e+02,5.898916044218170782e+02
4.900000000000000000e+01,3.695115171110659791e+00,5.959777502874264883e+02,5.962394898097423948e+02
5.000000000000000000e+01,3.627018815814349928e+00,6.024789508777342917e+02,6.027226590153439929e+02
5.100000000000000000e+01,3.557066053325095289e+00,6.091185832667931663e+02,6.093442370428800814e+02
5.200000000000000000e+01,3.485199913533649774e+00,6.158998441758446916e+02,6.161074217750771140e+02
5.300000000000000000e+01,3.411360234724124751e+00,6.228260223124523236e+02,6.230155045971739582e+02
5.400000000000000000e+01,3.335482289724711613e+00,6.299005084249724860e+02,6.300718691642791782e+02
5.500000000000000000e+01,3.257500020753137271e+00,6.371267585982972150e+02,6.372799709989952817e+02
5.600000000000000000e+01,3.177347260432039189e+00,6.445083227716597776e+02,6.446433577844909451e+02
5.700000000000000000e+01,3.094958780854188962e+00,6.520488395866973406e+02,6.521656657735120461e+02
5.800000000000000000e+01,3.010267376364617942e+00,6.597520652136781791e+02,6.598506435718733201e+02
5.900000000000000000e+01,2.923202822058659223e+00,6.676218420491595680e+02,6.677021327803038275e+02
6.000000000000000000e+01,2.833689914917651098e+00,6.756621221016492882e+02,6.757240875322523834e+02
6.100000000000000000e+01,2.741652045391577808e+00,6.838769716344136214e+02,6.839205643584490417e+02
6.200000000000000000e+01,2.647013403338023707e+00,6.922705370748045652e+02,6.922956986162909061e+02
6.300000000000000000e+01,2.549698331309193211e+00,7.008470836259983798e+02,7.008537445543516924e+02
6.400000000000000000e+01,2.449627959740129590e+00,7.096110017862271206e+02,7.095990836368810051e+02
6.500000000000000000e+01,2.346717919089774895e+00,7.185667789578361635e+02,7.185362107127093623e+02
6.600000000000000000e+01,2.240883023494346649e+00,7.277190266976377870e+02,7.276697288019081498e+02
6.700000000000000000e+01,2.132037655763740602e+00,7.370724841786205843e+02,7.370043717200173887e+02
6.800000000000000000e+01,2.020090453831253186e+00,7.466320028036093390e+02,7.465449952342014512e+02
6.900000000000000000e+01,1.904946562196272675e+00,7.564025736016789097e+02,7.562965845318269658e+02
7.000000000000000000e+01,1.786510172542456143e+00,7.663893122086836911e+02,7.662642473185884455e+02
7.100000000000000000e+01,1.664680791180676023e+00,7.765974599098433373e+02,7.764532267990944092e+02
7.200000000000000000e+01,1.539355194031599483e+00,7.870324005585953273e+02,7.868689075217661184e+02
7.300000000000000000e+01,1.410426827675363093e+00,7.976996461297538872e+02,7.975167983699772094e+02
7.400000000000000000e+01,1.277784486901233807e+00,8.086048526012287994e+02,8.084025569561869133e+02
7.500000000000000000e+01,1.141312734081759039e+00,8.197538412078639567e+02,8.195320014459455251e+02
7.600000000000000000e+01,1.000893498520581959e+00,8.311526211405440563e+02,8.309111331426370270e+02
7.700000000000000000e+01,8.564034908099742438e-01,8.428073789705915715e+02,8.425461240394887454e+02
7.800000000000000000e+01,7.077169400368549246e-01,8.547244383443755851e+02,8.544432928110696821e+02
7.900000000000000000e+01,5.547050790206430326e-01,8.669102920980651561e+02,8.666091273412005194e+02
8.000000000000000000e+01,3.972352668573571610e-01,8.793716125472064959e+02,8.790503020767032467e+02
8.100000000000000000e+01,2.351714966184367817e-01,8.921152350392819699e+02,8.917736552990195378e+02
8.200000000000000000e+01,6.837572104254892313e-02,9.051481787086426039e+02,9.047862034502635424e+02
8.300000000000000000e+01,-1.032956492179602503e-01,9.184776607280534790e+02,9.180951597345368782e+02
8.400000000000000000e+01,-2.799932953425168236e-01,9.321110927098011416e+02,9.317079261982233902e+02
8.500000000000000000e+01,-4.618718153326137332e-01,9.460560976121665817e+02,9.456321231819515560e+02
