0.000000000000000000e+00,3.612217520494842127e+00,3.641128406052154531e+01,3.746221043438460185e+01
1.000000000000000000e+00,3.612217520494842127e+00,3.641128406052154531e+01,3.746221043438460185e+01
2.000000000000000000e+00,3.536097588022069527e+00,3.475556047612381860e+01,3.575311143169840733e+01
3.000000000000000000e+00,3.458854550241935666e+00,3.312511137536711203e+01,3.406933010104469162e+01
4.000000000000000000e+00,3.380506479795513552e+00,3.152120426750396476e+01,3.241216370201176744e+01
5.000000000000000000e+00,3.301070436227485860e+00,2.994511925379891082e+01,3.078293783411615081e+01
6.000000000000000000e+00,3.220561254162230380e+00,2.839813048628055725e+01,2.918296272026211469e+01
7.000000000000000000e+00,3.139009591228147045e+00,2.688160536182045135e+01,2.761362006067491492e+01
8.000000000000000000e+00,3.056449877753500299e+00,2.539693244687826734e+01,2.607632336492460112e+01
9.000000000000000000e+00,2.972926313790423603e+00,2.394551755226353151e+01,2.457253163856110234e+01
1.000000000000000000e+01,2.888483355143335984e+00,2.252871773611774131e+01,2.310367009857917608e+01
1.100000000000000000e+01,2.803177004290064556e+00,2.114791371917071672e+01,2.167118132618806214e+01
1.200000000000000000e+01,2.717083772704359745e+00,1.980458733864924525e+01,2.027657780104506458e+01
1.300000000000000000e+01,2.630292552662310435e+00,1.850016705008690465e+01,1.892128571363877398e+01
1.400000000000000000e+01,2.542913393949447709e+00,1.723616527520331232e+01,1.760686701459750125e+01
1.500000000000000000e+01,2.455042531601389744e+00,1.601391196328392397e+01,1.633472717971980970e+01
1.600000000000000000e+01,2.366814004014934358e+00,1.483485692546404522e+01,1.510636771684383817e+01
1.700000000000000000e+01,2.278365030316004347e+00,1.370039988424577082e+01,1.392320494279654497e+01
1.800000000000000000e+01,2.189865627992813479e+00,1.261196215208521032e+01,1.278668513222173075e+01
1.900000000000000000e+01,2.101490363783992787e+00,1.157082377364183401e+01,1.169813761046538048e+01
2.000000000000000000e+01,2.013424643658435986e+00,1.057812162285852686e+01,1.065871431349281551e+01
2.100000000000000000e+01,1.925865972633766576e+00,9.634872761266478847e+00,9.669512244351148311e+00
2.200000000000000000e+01,1.839043799290344561e+00,8.742002619857597523e+00,8.731548680721665789e+00
2.300000000000000000e+01,1.753206245303448485e+00,7.900405767906708121e+00,7.845737838309932322e+00
2.400000000000000000e+01,1.668615163436790949e+00,7.110704140201491441e+00,7.012713431105903616e+00
2.500000000000000000e+01,1.585626060974205442e+00,6.373647690108693808e+00,6.233236289341658853e+00
2.600000000000000000e+01,1.504640401885769085e+00,5.689771202933375349e+00,5.507962067889381252e+00
2.700000000000000000e+01,1.426057421433152061e+00,5.059281858812047616e+00,4.837135704302251149e+00
2.800000000000000000e+01,1.350296387236804119e+00,4.482014246647936240e+00,4.220662473644424928e+00
2.900000000000000000e+01,1.277794238557040662e+00,3.957569757395323684e+00,3.658213340325317642e+00
3.000000000000000000e+01,1.208958482213360330e+00,3.485016284768672090e+00,3.148898650947800970e+00
3.100000000000000000e+01,1.144213052514615248e+00,3.063154925969735043e+00,2.691585263885135859e+00
3.200000000000000000e+01,1.083937088496487844e+00,2.690352289672319319e+00,2.284661955659570420e+00
3.300000000000000000e+01,1.028472306168971340e+00,2.364507765837293718e+00,1.926077444280688056e+00
3.400000000000000000e+01,9.781066672815813545e-01,2.083185572989028955e+00,1.613417383737809851e+00
3.500000000000000000e+01,9.329896630471155028e-01,1.843361153360952853e+00,1.343728901988892721e+00
3.600000000000000000e+01,8.931825057824670511e-01,1.641650165154967977e+00,1.113743029842817034e+00
3.700000000000000000e+01,8.586046192419460876e-01,1.474279284355240804e+00,9.198375608976352424e-01
